source_id,channel,playlist_title,playlist_id,series_doc_id,youtube_count,firestore_count,gap
72,מכינת עצמונה,פרקי אבות,PL4q_7DdPTFPsGKIpR6LCrXnWs_xqht-LB,ser_8293210603661153,48,0,48
72,מכינת עצמונה,בניין אישיות,PL4q_7DdPTFPuiId3l8t9iW0o32_oyIvmx,ser_5205410013711012,24,0,24
72,מכינת עצמונה,פרשת השבוע,PL4q_7DdPTFPvr5A5SKk9NfPkehkeGhOGj,ser_2470804828397736,108,36,72
72,מכינת עצמונה,יום כיפור,PL4q_7DdPTFPvf3Y3kntbKXJlayIfX8Ne0,ser_7390155517329115,15,0,15
72,מכינת עצמונה,ראש השנה,PL4q_7DdPTFPsWP5GpkceHM86nySyC7kfP,ser_1393168540263206,28,14,14
72,מכינת עצמונה,עשרת ימי תשובה,PL4q_7DdPTFPuPKEUt9JVnaBaRrhgz2QoY,ser_6765609976741498,20,10,10
72,מכינת עצמונה,חודש אלול,PL4q_7DdPTFPvpsiIAOFgNwm7osSaAxCpL,ser_5992980648101045,33,23,10
72,מכינת עצמונה,צומות ותעניות,PL4q_7DdPTFPt_hCuj3HwMnX8uSMYZ8Acr,ser_7131945121255445,37,17,20
72,מכינת עצמונה,סוכות,PL4q_7DdPTFPs5WyaA7OSzcGT3ZpxrquJs,ser_5455870127250494,8,2,6
72,מכינת עצמונה,חנוכה,PL4q_7DdPTFPvqjsh5Lq-4O-07QolKXR62,ser_2214374242742436,55,24,31
72,מכינת עצמונה,ט'ו בשבט,PL4q_7DdPTFPt001Qt0xIEO3nWiiA9ioJd,ser_7294978745597609,6,0,6
72,מכינת עצמונה,פורים,PL4q_7DdPTFPuxsUTzm9EkICn9rnUrwvqU,ser_9944124187740269,131,87,44
72,מכינת עצמונה,ימי ספירת העומר,PL4q_7DdPTFPvle3mYwcxeFcQhw5iz7Ibg,ser_8042638753937646,42,15,27
72,מכינת עצמונה,שבועות,PL4q_7DdPTFPsz0hHA4mo7n4g-JtwkcwsK,ser_4255735831960027,45,23,22
72,מכינת עצמונה,הרב אסף נאמבורג,PL4q_7DdPTFPuo_X5hYBTYxkdbMfOtLFJL,ser_8134887258777731,60,45,15
72,מכינת עצמונה,שיעורים- כללי,PL4q_7DdPTFPsFE10qiyDF3JR4osnSAqd7,ser_7999476246434489,55,31,24
72,מכינת עצמונה,הרב קובי וולק,PL4q_7DdPTFPsgWGSZMAMzkj9bguSfz-JL,ser_6430670060450446,276,263,13
72,מכינת עצמונה,הרב רפי פרץ,PL4q_7DdPTFPu_K-z-3s7qaduJRC839WfY,ser_8254847140889347,760,739,21
72,מכינת עצמונה,הרב יעקב וייס,PL4q_7DdPTFPuLbzf-NGVcwjV1U0RLmBEG,ser_6454943159590436,64,16,48
72,מכינת עצמונה,הרב זאב פרידמן,PL4q_7DdPTFPsW_4SM7m3nBeH6kYBlBs-i,ser_8309788618097054,28,22,6
72,מכינת עצמונה,הרב אמיר גת,PL4q_7DdPTFPts_BVmMUHk7uo6za9982DO,ser_2987850170219669,58,39,19
73,הרב מאיר אליהו,מרכבות קדש - משיכת נשמות קדושות לבניו,PL_NP94USLF7-6rblLR_Uw4D64-tztBNpt,ser_8591012173636121,8,2,6
73,הרב מאיר אליהו,דיסק 18 | הרב מאיר אליהו l שובע שמחות,PL_NP94USLF7_mTO3LDN-FFKSNEZpvzeDU,ser_1432742015737253,16,4,12
73,הרב מאיר אליהו,דיסק 4 | הרב מאיר אליהו l חגים ומועדי השנה,PL_NP94USLF79qXQaIrgxc5LsBXuJAOUNX,ser_1363251550999016,22,14,8
73,הרב מאיר אליהו,דיסק 12 | הרב מאיר אליהו l בואי כלה שבת מלכתא,PL_NP94USLF782BM4N8KBJEZ9jE0Rlgk54,ser_3819622328944299,17,3,14
73,הרב מאיר אליהו,דרשות שנת התשע''ו - הרב מאיר אליהו,PL_NP94USLF7_0UAx76Lg-_QlGJg03pdES,ser_9873891399622465,16,5,11
74,ישיבת המקובלים בית אל,גמרא הרב שי גמליאל,PL4pyb2SKI_3fZ7QN1nzKSmvD4d2SixpK5,ser_1565859485838335,51,36,15
74,ישיבת המקובלים בית אל,מתחילים יום ג קבוצה 1,PL4pyb2SKI_3fU6XdvpaxSxQIHJXqt5BYh,ser_6830930335644176,517,3,514
